date,sales
2024-10-17,154.98
2024-10-18,145.01
2024-10-19,47.0
2024-10-21,176.02
2024-10-22,82.38
2024-10-23,114.56
2024-10-24,140.5
2024-10-25,82.74
2024-10-26,59.62
2024-10-29,163.78
2024-10-30,142.89
2024-10-31,186.36
2024-11-01,182.27
2024-11-02,39.41
2024-11-04,134.42
2024-11-05,151.58
2024-11-06,101.72
2024-11-07,135.59
2024-11-08,97.58
2024-11-09,31.83
2024-11-11,119.31
2024-11-12,100.32
2024-11-13,91.31
2024-11-14,62.62
2024-11-15,156.18
2024-11-16,85.99
2024-11-18,266.81
2024-11-19,141.37
2024-11-20,132.62
2024-11-21,162.46
2024-11-22,165.42
2024-11-23,99.51
2024-11-25,243.96
2024-11-26,204.51
2024-11-27,197.2
2024-11-28,204.04
2024-11-29,388.96
2024-11-30,75.47
2024-12-02,330.48
2024-12-03,217.28
2024-12-04,245.24
2024-12-05,157.2
2024-12-06,80.18
2024-12-07,57.23
2024-12-09,159.57
2024-12-10,133.32
2024-12-11,169.22
2024-12-12,133.85
2024-12-13,98.91
2024-12-14,64.77
2024-12-16,211.52
2024-12-17,243.47
2024-12-18,123.1
2024-12-19,163.42
2024-12-20,171.2
2024-12-21,118.38
2024-12-22,49.5
2024-12-23,201.63
2024-12-24,206.5
2024-12-27,276.08
2024-12-28,58.68
2024-12-29,135.82
2024-12-30,272.07
2024-12-31,271.65
2025-01-02,45.35
2025-01-03,136.64
2025-01-04,34.8
2025-01-07,219.39
2025-01-08,94.92
2025-01-09,134.19
2025-01-10,148.65
2025-01-11,40.65
2025-01-13,114.32
2025-01-14,117.58
2025-01-15,97.75
2025-01-16,92.27
2025-01-17,124.98
2025-01-18,48.95
2025-01-20,168.55
2025-01-21,117.55
2025-01-22,94.21
2025-01-23,96.34
2025-01-24,100.76
2025-01-25,57.56
2025-01-27,156.39
2025-01-28,85.73
2025-01-29,104.89
2025-01-30,119.3
2025-01-31,79.02
2025-02-01,67.76
2025-02-03,141.35
2025-02-04,132.53
2025-02-05,110.28
2025-02-06,76.38
2025-02-07,172.99
2025-02-08,27.15
2025-02-10,112.62
2025-02-11,89.74
2025-02-12,64.53
2025-02-13,60.71
2025-02-14,103.24
2025-02-15,52.87
2025-02-17,132.73
2025-02-18,111.73
2025-02-19,86.7
2025-02-20,56.43
2025-02-21,115.4
2025-02-22,34.03
2025-02-24,143.12
2025-02-25,84.55
2025-02-26,100.87
2025-02-27,131.13
2025-02-28,28.59
2025-03-01,37.62
2025-03-04,380.55
2025-03-05,86.04
2025-03-06,118.5
2025-03-07,90.37
2025-03-08,74.31
2025-03-10,112.38
2025-03-11,103.84
2025-03-12,57.66
2025-03-13,117.2
2025-03-14,128.23
2025-03-15,31.45
2025-03-17,144.43
2025-03-18,135.28
2025-03-19,121.55
2025-03-20,107.95
2025-03-21,98.97
2025-03-22,53.76
2025-03-24,104.39
2025-03-26,99.96
2025-03-27,124.73
2025-03-28,76.11
2025-03-29,24.71
2025-03-31,151.52
2025-04-01,135.58
2025-04-02,104.37
2025-04-03,135.76
2025-04-04,85.87
2025-04-05,49.64
2025-04-07,116.58
2025-04-08,164.47
2025-04-09,80.86
2025-04-10,137.14
2025-04-11,104.67
2025-04-12,59.84
2025-04-14,176.27
2025-04-15,165.62
2025-04-16,124.67
2025-04-17,148.82
2025-04-18,67.17
2025-04-19,14.98
2025-04-22,114.98
2025-04-23,65.33
2025-04-24,82.75
2025-04-25,112.22
2025-04-26,58.6
2025-04-28,208.31
2025-04-29,100.74
2025-04-30,81.3
2025-05-02,124.14
2025-05-03,46.31
2025-05-05,238.05
2025-05-06,94.05
2025-05-07,105.93
2025-05-08,80.04
2025-05-09,106.09
2025-05-10,68.38
2025-05-12,106.69
2025-05-13,85.27
2025-05-14,59.78
2025-05-15,98.79
2025-05-16,113.99
2025-05-17,36.84
2025-05-19,208.18
2025-05-20,146.64
2025-05-21,90.0
2025-05-22,123.53
2025-05-23,108.14
2025-05-24,43.18
2025-05-26,107.6
2025-05-27,176.62
2025-05-28,101.99
2025-05-29,110.07
2025-05-30,84.88
2025-05-31,51.26
2025-06-02,165.96
2025-06-03,146.51
2025-06-04,113.41
2025-06-05,239.04
2025-06-06,136.87
2025-06-07,49.67
2025-06-09,151.33
2025-06-10,147.81
2025-06-11,128.34
2025-06-12,125.84
2025-06-13,162.11
2025-06-14,25.59
2025-06-16,190.64
2025-06-17,90.24
2025-06-18,128.84
2025-06-19,129.87
2025-06-20,116.17
2025-06-21,61.43
2025-06-23,231.01
2025-06-24,192.59
2025-06-25,85.45
2025-06-26,105.29
2025-06-27,149.47
2025-06-28,44.1
2025-06-30,147.22
2025-07-01,137.35
2025-07-02,118.93
2025-07-03,102.2
2025-07-04,170.26
2025-07-05,47.09
2025-07-07,141.71
2025-07-08,137.17
2025-07-09,126.97
2025-07-10,153.42
2025-07-11,123.1
2025-07-12,25.87
2025-07-14,164.6
2025-07-15,244.89
2025-07-16,143.77
2025-07-17,195.36
2025-07-18,98.22
2025-07-19,46.8
2025-07-21,182.94
2025-07-22,114.13
2025-07-23,115.16
2025-07-24,152.09
2025-07-25,94.87
2025-07-26,31.04
2025-07-28,177.97
2025-07-29,195.16
2025-07-30,113.66
2025-07-31,106.98
2025-08-01,134.76
2025-08-02,36.17
2025-08-04,152.61
2025-08-05,145.84
2025-08-06,103.45
2025-08-07,190.05
2025-08-08,177.73
2025-08-09,38.12
2025-08-11,195.2
2025-08-12,124.95
2025-08-13,109.97
2025-08-14,104.1
2025-08-16,35.84
2025-08-18,282.13
2025-08-19,137.62
2025-08-20,228.56
2025-08-21,99.55
2025-08-22,212.64
2025-08-23,23.03
2025-08-25,154.26
2025-08-26,125.51
2025-08-27,144.65
2025-08-28,150.71
2025-08-29,114.99
2025-08-30,25.03
2025-09-01,151.38
2025-09-02,133.09
2025-09-03,121.04
2025-09-04,120.76
2025-09-05,153.22
2025-09-06,57.19
2025-09-08,204.82
2025-09-09,93.35
2025-09-10,86.12
2025-09-11,105.49
2025-09-12,133.15
2025-09-13,40.1
2025-09-15,143.68
2025-09-16,177.04
2025-09-17,115.7
2025-09-18,73.17
2025-09-19,95.02
2025-09-20,38.8
2025-09-22,185.31
2025-09-23,100.62
2025-09-24,228.95
2025-09-25,126.66
2025-09-26,133.05
2025-09-27,54.43
2025-09-29,177.11
2025-09-30,128.86
2025-10-01,101.35
2025-10-02,106.4
2025-10-03,135.88
2025-10-04,57.41
2025-10-06,215.26
2025-10-07,94.54
2025-10-08,125.69
2025-10-09,88.02
2025-10-10,120.57
2025-10-11,43.57
2025-10-13,115.06
2025-10-14,95.91
2025-10-15,76.48
2025-10-16,149.44
2025-10-17,132.91
2025-10-18,41.87
2025-10-20,136.5
2025-10-21,151.62
2025-10-22,97.84
2025-10-23,120.92
2025-10-24,114.68
2025-10-25,34.24
2025-10-27,164.01
2025-10-29,117.77
2025-10-30,234.24
2025-10-31,118.83
2025-11-01,18.65
2025-11-03,137.6
2025-11-04,90.73
2025-11-05,119.07
2025-11-06,89.36
2025-11-07,116.11
2025-11-08,52.13
2025-11-10,130.48
2025-11-11,114.07
2025-11-12,103.79
2025-11-13,70.0
2025-11-14,191.52
2025-11-15,38.57
2025-11-17,222.87
2025-11-18,150.45
2025-11-19,203.93
2025-11-20,163.34
2025-11-21,216.06
2025-11-22,93.62
2025-11-24,265.03
2025-11-25,146.08
2025-11-26,206.9
2025-11-27,171.3
2025-11-28,347.93
2025-11-29,76.32
2025-12-01,297.25
2025-12-02,188.68
2025-12-03,155.15
2025-12-04,138.0
2025-12-05,151.64
2025-12-06,63.76
2025-12-08,186.02
2025-12-09,126.97
2025-12-10,159.7
2025-12-11,90.89
2025-12-12,128.97
2025-12-13,51.36
2025-12-15,170.08
2025-12-16,343.65
2025-12-17,151.53
2025-12-18,164.19
2025-12-19,172.64
2025-12-20,53.33
2025-12-21,64.93
2025-12-22,226.63
2025-12-23,223.52
2025-12-24,185.29
2025-12-27,76.61
2025-12-28,62.45
2025-12-29,312.6
2025-12-30,190.04
2025-12-31,200.11
2026-01-02,68.43
2026-01-03,102.6
2026-01-05,215.09
2026-01-07,229.46
2026-01-08,103.02
2026-01-09,135.79
2026-01-10,58.99
2026-01-12,154.69
2026-01-13,85.74
2026-01-14,114.13
2026-01-15,122.01
2026-01-16,132.11
2026-01-17,64.15
2026-01-19,132.75
2026-01-20,95.61
2026-01-21,74.79
2026-01-22,89.24
2026-01-23,134.27
2026-01-24,42.8
2026-01-26,204.97
2026-01-27,91.42
2026-01-28,154.78
2026-01-29,85.51
2026-01-30,113.22
2026-01-31,53.78
2026-02-02,125.74
2026-02-03,90.23
2026-02-04,82.64
2026-02-05,90.61
2026-02-06,75.1
2026-02-07,29.38
2026-02-09,135.47
2026-02-10,101.32
2026-02-11,54.08
2026-02-12,89.21
2026-02-13,81.7
2026-02-14,23.8
2026-02-16,109.92
2026-02-17,98.87
2026-02-18,99.41
2026-02-19,89.46
2026-02-20,88.98
2026-02-21,62.52
2026-02-24,190.57
2026-02-25,95.22
2026-02-26,153.72
2026-02-27,169.01
2026-02-28,47.39
2026-03-02,118.83
2026-03-03,94.8
2026-03-04,80.22
2026-03-05,140.41
2026-03-06,107.77
2026-03-07,43.4
2026-03-09,132.58
2026-03-10,97.81
2026-03-11,67.36
2026-03-12,126.35
2026-03-13,100.44
2026-03-14,46.28
2026-03-16,125.25
2026-03-17,101.28
2026-03-18,90.6
2026-03-19,106.7
2026-03-20,85.59
2026-03-21,50.13
2026-03-23,196.43
2026-03-24,115.75
2026-03-26,110.68
2026-03-27,79.65
2026-03-28,77.61
2026-03-30,170.93
2026-03-31,80.46
2026-04-01,112.41
2026-04-02,117.75
2026-04-03,93.49
2026-04-04,70.91
2026-04-06,244.77
2026-04-07,107.31
2026-04-08,78.56
2026-04-09,121.86
2026-04-10,91.56
2026-04-11,19.54
2026-04-14,179.73
2026-04-15,90.61
2026-04-16,80.65
2026-04-17,128.92
2026-04-18,45.16
2026-04-20,150.14
2026-04-21,90.63
2026-04-22,130.05
2026-04-23,114.54
2026-04-24,85.84
2026-04-25,37.21
2026-04-27,220.36
2026-04-28,120.14
2026-04-29,119.52
2026-04-30,74.46
2026-05-02,60.99
2026-05-04,217.83
2026-05-05,71.85
2026-05-06,97.21
2026-05-07,99.22
2026-05-08,93.63
2026-05-09,42.29
2026-05-11,114.03
2026-05-12,106.58
2026-05-13,127.47
2026-05-14,144.59
2026-05-15,64.31
2026-05-16,55.0
2026-05-18,158.18
2026-05-19,154.39
2026-05-20,125.82
2026-05-21,98.84
2026-05-22,114.68
2026-05-23,43.34
2026-05-25,123.88
2026-05-26,82.69
2026-05-27,99.39
2026-05-28,122.51
2026-05-29,135.9
2026-05-30,62.68
2026-06-01,139.27
2026-06-02,133.42
2026-06-03,115.66
2026-06-04,60.16
2026-06-05,147.06
2026-06-06,47.44
2026-06-08,154.85
2026-06-09,106.98
2026-06-10,97.1
2026-06-11,111.9
2026-06-12,99.24
2026-06-13,52.39
2026-06-15,150.41
2026-06-16,137.04
2026-06-17,126.14
2026-06-18,98.93
2026-06-19,81.22
2026-06-20,19.56
2026-06-22,159.74
2026-06-23,197.07
2026-06-24,83.67
2026-06-25,68.56
2026-06-26,136.75
2026-06-27,44.39
2026-06-29,173.73
2026-06-30,138.39
2026-07-01,132.92
2026-07-02,172.33
2026-07-03,125.24
2026-07-04,35.86
2026-07-06,188.85
2026-07-07,125.74
2026-07-08,111.85
2026-07-09,124.48
2026-07-10,121.43
2026-07-11,56.95
2026-07-13,154.59
2026-07-14,122.09
2026-07-15,125.23
2026-07-16,173.19
2026-07-17,217.45
2026-07-18,31.68
2026-07-20,277.21
2026-07-21,123.14
2026-07-22,114.98
2026-07-23,155.66
2026-07-24,140.8
2026-07-25,37.95
2026-07-27,180.99
2026-07-28,213.64
2026-07-29,142.98
2026-07-30,151.96
2026-07-31,270.22
2026-08-01,58.27
2026-08-03,243.72
2026-08-04,202.1
2026-08-05,175.73
2026-08-06,126.74
2026-08-07,210.4
2026-08-08,42.33
2026-08-10,270.26
2026-08-11,171.42
2026-08-12,156.44
2026-08-13,145.47
2026-08-14,90.45
2026-08-15,0
2026-08-17,217.83
2026-08-18,140.77
2026-08-19,135.67
2026-08-20,97.45
2026-08-21,126.68
2026-08-22,18.89
